,COT
88419,0.0
173153,11.302
30972,11.001
4301,5.461
90654,0.0
62021,0.0
110725,29.658
160506,12.323
185521,23.226
91444,0.0
2511,11.941
189824,41.569
52755,0.0
23077,12.776
158079,13.078
65861,0.0
171407,9.675
82168,0.0
198936,11.646
127286,0.075
190722,12.182
60117,0.0
195318,49.152
86156,0.0
171205,6.908
122658,11.484
191169,12.791
114329,15.909
173875,32.787
50330,0.0
39805,36.771
106365,0.161
65445,0.0
98695,0.0
170339,6.001
96510,0.0
134859,16.474
111408,6.147
122607,7.38
34084,7.368
7284,39.32
183082,14.936
53309,0.0
163634,48.523
161254,15.224
135697,41.814
130780,16.836
8847,0.019
147381,35.233
39593,21.7
68913,0.0
12253,14.611
97251,0.0
197935,31.435
20921,11.063
79153,0.0
157149,14.224
34501,15.469
187619,49.892
148196,47.44
16571,10.253
92594,0.0
95579,0.0
177772,49.768
112207,25.829
12524,14.366
17810,13.716
34939,7.254
62346,0.0
45920,48.123
82063,0.0
53389,0.0
150609,22.984
148906,49.988
47891,6.445
178404,48.429
77167,0.0
32327,3.158
178367,49.978
7899,15.073
38220,44.212
67017,0.0
115901,22.024
152433,49.967
106727,19.44
118271,9.592
177555,49.294
13551,3.139
136534,21.155
164780,19.286
24261,5.827
55377,0.0
172219,2.126
84896,0.0
46406,41.665
154670,49.569
164801,13.54
151605,14.754
102107,18.522
131369,8.118
168369,49.946
148236,27.088
17654,49.755
7966,4.362
78794,0.0
184748,37.313
134734,2.496
21844,14.956
199646,49.066
46839,9.635
103345,8.154
168578,13.467
118251,5.028
113698,2.441
169520,6.388
101063,13.469
154465,30.16
96454,0.0
151420,45.943
197170,33.284
44783,1.596
27419,3.091
158297,35.948
196206,49.821
3687,2.244
28087,8.18
189008,39.701
41652,14.647
31116,9.502
147218,0.585
31671,12.374
35275,8.425
17116,5.586
80702,0.0
161337,46.36
121432,34.057
73555,0.0
153449,15.781
53579,0.0
4918,7.3
83114,0.0
109581,10.774
175994,23.514
166319,9.873
107082,28.01
125545,2.26
116917,20.275
46796,2.387
68553,0.0
142354,49.996
133365,3.291
126958,36.942
60606,0.0
46645,29.877
119864,22.875
92043,0.0
19612,34.315
107171,35.702
63670,0.0
121659,13.189
64116,0.0
110334,10.271
45473,5.258
60843,0.0
58929,0.0
123190,11.798
171457,49.326
64910,0.0
131237,9.378
70855,0.0
96704,0.0
164344,14.563
22319,13.083
10271,22.334
64335,0.0
162654,0.644
198377,14.247
124416,22.933
166866,49.369
67649,0.0
106364,10.381
135884,8.109
143053,48.752
1379,14.096
189861,49.229
63101,0.0
177194,37.557
195333,19.135
163766,25.06
58410,0.0
37602,0.261
130544,4.372
70850,0.0
11391,0.727
80279,0.0
110710,1.09
197616,37.105
128883,3.053
165104,49.533
60888,0.0
91878,0.0
29517,15.401
73588,0.0
106068,48.409
61793,0.0
7608,5.542
56569,0.0
144176,43.195
41073,13.193
82636,0.0
193339,49.228
89260,0.0
82823,0.0
156318,7.459
55049,0.0
20548,4.909
197349,37.099
63801,0.0
81853,0.0
150806,3.099
133739,9.558
154352,48.721
47107,0.819
36867,2.036
36168,30.742
81546,0.0
132134,10.653
37021,10.959
136744,0.879
138890,12.953
175857,14.275
78637,0.0
199090,49.507
74188,0.0
195709,8.059
20756,1.266
8620,3.993
126531,9.859
112794,34.345
14775,1.754
26062,16.708
87110,0.0
78944,0.0
89198,0.0
17232,8.212
55470,0.0
174395,28.712
96263,0.0
175356,2.143
57998,0.0
16756,0.961
50911,0.0
181494,44.808
134727,1.678
154090,48.332
170646,20.511
162239,13.951
140331,8.691
199718,49.926
91773,0.0
35361,18.114
84394,0.0
30994,39.813
198216,27.231
153384,15.534
67412,0.0
75994,0.0
7865,22.764
83144,0.0
122695,47.476
193300,31.12
132791,49.887
86079,0.0
147209,11.533
132447,17.426
65411,0.0
158076,6.732
185117,1.539
129186,0.71
100,6.102
91962,0.0
198809,26.549
19651,19.698
66104,0.0
33354,0.981
57532,0.0
151362,9.911
40610,0.065
121551,1.548
22503,49.48
140852,13.566
117964,49.962
168446,36.791
146261,4.631
114339,13.502
72886,0.0
2198,3.257
148487,28.901
139994,1.808
139762,12.022
96920,0.0
48499,12.631
192420,5.623
190804,8.868
74836,0.0
168816,49.25
179833,19.032
57143,0.0
12082,0.375
10494,3.262
109689,0.81
61710,0.0
53657,0.0
127776,0.846
7685,6.055
98249,0.0
38013,37.645
39122,0.84
87667,0.0
29023,18.839
163841,30.836
5710,9.645
105735,1.49
188219,49.877
190609,49.922
125929,13.338
157039,40.666
80699,0.0
64205,0.0
184419,26.384
189890,10.278
140496,19.65
151451,20.247
101600,3.613
158168,49.066
182238,36.881
45696,20.737
49483,1.316
190848,49.957
167631,10.827
10582,4.621
161174,48.301
99462,0.0
59898,0.0
163231,22.366
1320,45.339
21259,7.34
167900,47.991
63654,0.0
66143,0.0
110197,1.996
146548,7.416
78220,0.0
30521,8.686
147114,16.672
165421,35.8
141318,31.169
101497,8.706
17323,8.721
9938,16.812
15531,44.948
70822,0.0
182207,9.631
43558,4.969
102292,6.043
23649,1.796
125584,45.023
80268,0.0
111016,8.866
2778,49.415
36556,49.776
194829,19.194
118187,26.955
7325,3.643
43371,6.299
2524,28.675
162482,37.95
135335,22.865
164428,30.009
142938,43.234
29038,7.324
67309,0.0
11937,20.623
60369,0.0
196276,27.214
67049,0.0
66392,0.0
95141,0.0
43810,15.951
102763,8.584
83277,0.0
186444,11.837
47450,8.383
141483,44.258
13362,18.957
137523,7.247
146056,39.734
129028,12.185
195434,22.795
179845,18.695
146886,1.159
143742,10.129
189623,49.932
184755,21.644
160004,17.168
42525,0.922
140214,17.109
50545,0.0
45406,8.379
86757,0.0
51637,0.0
35679,27.56
97655,0.0
145422,1.716
57443,0.0
80618,0.0
51623,0.0
63644,0.0
115150,42.097
175861,3.182
8018,23.956
52867,0.0
133570,7.651
8875,7.91
131213,5.797
16419,3.141
2574,14.581
166569,22.608
147396,1.784
60915,0.0
94019,0.0
137147,45.217
198870,21.276
24599,15.584
77213,0.0
154736,49.424
77399,0.0
113449,16.986
31520,4.891
9690,49.998
169419,18.998
88301,0.0
132481,49.988
112135,30.054
189785,45.162
115443,6.928
60491,0.0
16688,25.644
78657,0.0
58637,0.0
55363,0.0
31455,1.196
32623,3.75
2889,9.77
99424,0.0
46577,20.226
69554,0.0
191333,35.317
30298,19.874
13812,18.597
106972,0.518
77525,0.0
68480,0.0
83243,0.0
15753,6.652
116360,2.99
96585,0.0
59094,0.0
147085,23.911
148991,15.871
70076,0.0
60008,0.0
144380,0.056
27264,7.738
73622,0.0
100836,2.583
34548,0.62
26146,17.819
196045,48.275
64096,0.0
190622,37.554
74619,0.0
120552,15.641
105023,25.918
145911,14.205
196705,28.762
139981,4.547
32495,11.663
129886,15.449
75627,0.0
179048,48.896
113594,0.135
187208,49.64
196338,27.292
198698,49.99
99349,0.0
24994,34.632
119104,16.715
84738,0.0
181367,7.153
192027,39.973
132800,18.126
169384,11.574
129085,43.343
140127,10.201
121524,1.034
71548,0.0
22538,5.519
26603,11.868
94122,0.0
44295,6.706
166951,15.359
7651,0.325
131731,25.079
137819,7.433
29136,5.213
108387,6.844
4648,19.503
131212,31.376
64462,0.0
66777,0.0
68977,0.0
165403,3.062
113205,18.905
62648,0.0
15730,42.376
127652,23.906
84947,0.0
29767,10.522
138082,0.314
118961,20.304
164877,3.504
133292,0.221
116732,16.239
173273,7.983
33410,38.704
128288,36.174
114354,3.251
88552,0.0
153597,49.518
87839,0.0
60814,0.0
168612,49.2
159358,12.761
171841,10.521
165711,27.481
155663,8.515
7537,2.66
159599,10.905
91401,0.0
47160,13.908
140524,49.155
18539,27.255
105178,0.961
163775,1.846
150164,20.839
52533,0.0
138719,7.856
38354,1.446
12312,19.724
121824,48.424
114923,7.939
171371,20.784
68163,0.0
72133,0.0
118414,30.253
195304,15.338
35644,11.38
97344,0.0
15929,2.969
70581,0.0
56509,0.0
118455,7.909
42916,2.019
1966,17.743
117657,21.899
174182,10.016
14487,0.299
110693,10.668
138687,45.038
169188,20.686
180716,14.436
156925,49.998
156454,21.477
166009,0.729
131954,24.16
121403,5.692
37359,23.045
108,7.361
122301,2.471
14933,8.615
144016,0.875
55394,0.0
131902,49.201
149506,0.441
188195,20.032
114231,17.488
71740,0.0
30520,11.885
162565,24.323
114572,20.189
98791,0.0
164125,35.406
4352,6.439
88221,0.0
179069,16.795
6311,23.581
135070,26.503
145926,2.121
169297,49.993
177436,25.211
14244,24.449
68444,0.0
124845,25.066
107415,8.57
40420,1.067
120260,25.605
42797,49.307
172093,39.485
195633,39.184
85934,0.0
130024,13.822
89422,0.0
157708,29.049
28498,5.292
34349,4.868
175321,49.954
111278,12.632
45746,13.064
20747,32.107
17375,48.819
119667,0.583
28303,34.134
88713,0.0
62319,0.0
147179,0.761
63944,0.0
26521,31.299
112048,6.368
110499,0.928
174496,21.545
137851,22.806
105565,28.01
197909,29.125
184327,10.506
60310,0.0
63928,0.0
151167,21.187
18948,3.119
76905,0.0
186770,4.125
94242,0.0
47840,3.663
130536,2.829
111760,3.997
146574,5.164
31066,17.971
164639,49.572
133087,44.998
30061,3.919
160415,5.74
26187,2.611
78760,0.0
77894,0.0
69489,0.0
70657,0.0
35373,16.362
151141,49.473
171902,4.496
86180,0.0
27413,3.764
122353,10.396
144504,23.617
22074,0.552
104900,26.496
195720,20.125
96112,0.0
38867,18.585
99102,0.0
40577,17.257
99195,0.0
84957,0.0
54404,0.0
152585,32.491
183493,27.219
101917,34.75
181195,44.419
44622,24.248
95177,0.0
4358,23.8
11176,28.999
92390,0.0
136878,0.401
86554,0.0
170982,35.486
104076,10.122
146998,7.984
159044,33.425
2468,16.16
71204,0.0
94963,0.0
5488,1.27
49676,9.45
146173,5.537
181100,48.318
135435,33.495
12354,29.498
60214,0.0
32142,5.308
132670,12.063
40485,2.481
192867,9.69
146955,15.298
46048,4.317
194710,37.07
123655,15.12
6737,22.835
127606,5.155
116077,26.433
35113,6.566
23961,10.125
43598,0.105
127080,1.502
149610,25.351
4485,2.599
150678,17.72
69176,0.0
90289,0.0
36005,4.463
66885,0.0
156725,49.197
51158,0.0
38511,5.048
20900,6.757
39839,0.76
60272,0.0
161309,9.021
117369,5.247
49381,21.602
175754,48.941
195389,23.415
124324,0.371
197562,49.189
37835,45.336
168846,18.964
122433,34.023
94862,0.0
195,6.552
123341,49.652
192486,37.623
12010,49.664
44840,0.039
37865,8.983
138373,22.311
170334,2.468
52103,0.0
8625,15.191
86966,0.0
117245,14.041
156702,41.527
55180,0.0
103518,3.899
44512,3.039
15166,0.794
61999,0.0
77528,0.0
36333,31.21
177453,11.797
107334,8.571
160382,49.698
65615,0.0
75565,0.0
112215,13.731
167547,46.298
198644,38.099
39491,2.927
38037,9.213
162931,49.984
104857,10.058
77993,0.0
37171,9.568
75632,0.0
178624,23.402
166125,20.375
104084,28.037
16222,2.005
162511,9.179
27323,9.583
78314,0.0
141743,16.116
137311,8.165
18911,3.96
141747,12.061
52960,0.0
61091,0.0
55616,0.0
104991,24.915
85806,0.0
116133,23.671
19322,32.662
75209,0.0
128263,0.836
21871,5.242
135494,6.812
197864,49.492
102507,29.516
190147,3.082
100971,5.685
89246,0.0
134400,33.185
46852,0.114
111532,3.287
39290,7.934
182369,22.455
7988,3.464
177134,11.103
21573,8.715
181589,22.989
61888,0.0
27450,7.992
191669,7.798
40013,7.439
188929,33.288
152845,24.958
60260,0.0
6806,19.252
83493,0.0
95253,0.0
36437,5.077
118464,16.96
25329,6.078
53322,0.0
181976,13.233
68044,0.0
120376,8.078
77261,0.0
30762,5.773
115735,1.975
60352,0.0
83698,0.0
137098,49.574
111926,5.522
199068,6.659
142691,14.802
8772,18.244
44191,3.838
37735,6.118
76100,0.0
121143,13.674
162316,13.883
9404,7.307
109173,1.201
2953,2.988
71287,0.0
82284,0.0
163046,11.865
50344,0.0
3412,8.063
62087,0.0
81444,0.0
85409,0.0
92719,0.0
16865,9.107
111916,29.888
93539,0.0
33403,0.413
4458,0.846
184499,31.225
36117,12.805
48176,14.885
144500,19.903
190466,38.575
57930,0.0
99264,0.0
102733,16.997
186179,49.676
151528,23.227
11511,23.547
92708,0.0
80363,0.0
21401,16.391
65026,0.0
54159,0.0
4123,4.223
107264,3.071
101301,19.918
48210,20.726
168978,37.766
175345,25.136
168826,48.559
165344,39.376
155167,49.968
90710,0.0
168629,12.693
92716,0.0
140605,21.901
70445,0.0
85758,0.0
94239,0.0
175679,11.69
162659,19.788
161710,21.825
132324,23.127
168684,49.979
4328,8.663
69181,0.0
42301,29.112
12391,2.118
107269,15.391
10635,0.32
125925,11.59
193559,7.647
109675,7.018
163436,13.395
84975,0.0
177095,32.309
191598,10.243
46213,2.44
162495,4.64
54790,0.0
51491,0.0
93299,0.0
134583,7.817
103178,3.799
75717,0.0
429,4.858
134015,1.589
95809,0.0
133282,6.683
40235,49.853
143591,5.144
30967,8.98
144689,14.103
144462,24.321
161218,15.698
32881,3.766
133251,8.217
199784,5.26
154998,1.484
177371,19.408
61794,0.0
19252,1.9
145491,34.737
39687,17.203
134250,10.223
79874,0.0
36182,28.733
4086,16.848
128315,16.974
125044,23.611
27677,47.765
157787,37.105
115083,5.859
144797,36.611
122348,8.006
69767,0.0
50279,0.0
105458,26.002
118696,21.402
47423,0.737
96728,0.0
89995,0.0
64635,0.0
58141,0.0
5346,0.596
66271,0.0
106358,9.616
57987,0.0
109846,16.684
45331,13.252
141646,7.68
35456,3.266
88434,0.0
101858,17.421
104586,27.191
192570,33.189
33956,5.309
70780,0.0
114727,34.393
184998,18.712
93808,0.0
46558,43.031
74027,0.0
34834,7.421
45748,47.901
148544,28.326
50070,0.0
77296,0.0
127378,11.705
179281,46.524
196310,48.979
83987,0.0
192684,34.951
119465,33.549
75958,0.0
52688,0.0
164978,42.56
43192,9.354
2566,1.06
20045,25.731
129777,9.326
83845,0.0
53103,0.0
154491,31.346
176080,24.788
145247,49.533
99835,0.0
195594,24.795
113073,7.052
127719,22.755
70002,0.0
115468,15.096
51557,0.0
169846,30.924
11380,16.803
186497,13.089
173406,48.55
151481,49.772
131376,19.617
146516,7.272
192526,24.609
12411,8.618
32721,11.994
48400,1.263
158323,30.326
186232,30.489
66929,0.0
127815,1.627
147705,1.063
30784,31.839
51696,0.0
550,12.467
151610,2.602
118607,1.703
58412,0.0
6738,5.747
80738,0.0
24389,2.705
16059,49.246
92274,0.0
144020,3.468
83193,0.0
5635,16.519
109193,2.826
55891,0.0
28465,2.439
132562,3.523
32216,3.248
26567,37.972
179869,49.452
192396,15.797
75536,0.0
103017,14.644
27607,32.907
43501,3.175
166111,2.174
37926,5.216
72429,0.0
67361,0.0
169268,18.453
140101,0.218
51795,0.0
64330,0.0
119571,8.992
88756,0.0
103835,21.096
131503,20.618
120059,39.714
118307,25.89
70752,0.0
93532,0.0
61117,0.0
46541,48.514
119159,6.414
135026,49.961
136647,6.392
59146,0.0
9986,13.864
5815,4.926
20130,7.531
42523,0.616
169601,21.264
188451,43.797
120116,5.258
136855,49.213
115480,29.619
138222,29.103
85002,0.0
74962,0.0
100922,36.182
180788,2.731
186802,48.362
71160,0.0
50354,0.0
154550,49.995
42336,1.845
165784,19.103
62339,0.0
102418,38.342
59206,0.0
165502,49.132
70030,0.0
87935,0.0
79319,0.0
143870,11.678
173728,48.591
123453,42.026
83933,0.0
99056,0.0
6232,2.427
162920,37.386
193764,48.316
135286,38.86
190487,47.962
121266,24.991
103504,2.647
192562,18.572
167745,8.928
147687,33.107
107092,22.202
61675,0.0
9994,49.451
189620,15.249
65887,0.0
39262,9.81
83674,0.0
183380,31.427
105996,5.703
167149,13.183
197310,8.208
70375,0.0
162387,17.499
31285,4.151
70912,0.0
31462,15.983
11213,13.653
146731,4.795
78906,0.0
2415,8.576
113322,20.58
65910,0.0
152790,23.736
119659,10.457
26377,21.67
128887,15.98
139231,2.126
20534,17.72
183911,31.654
29368,32.776
41597,24.19
59270,0.0
185849,25.424
87127,0.0
96874,0.0
125089,2.666
153558,27.952
197654,27.831
143141,42.921
42125,49.755
82032,0.0
64782,0.0
68338,0.0
97989,0.0
161850,16.396
95291,0.0
89399,0.0
92199,0.0
189836,49.715
86811,0.0
135879,32.622
159748,26.245
73334,0.0
184275,47.809
30712,49.988
29361,5.4
59323,0.0
42613,8.378
60855,0.0
148249,41.897
195587,17.853
77182,0.0
135718,22.619
62276,0.0
177857,49.569
99379,0.0
118590,19.315
167117,49.999
66311,0.0
110028,4.53
131055,14.016
64229,0.0
95867,0.0
192446,20.323
15003,21.255
89866,0.0
148096,0.02
119412,32.373
123338,1.11
142675,12.177
16824,4.342
3994,7.905
1818,20.605
128345,3.347
16813,18.394
10219,0.104
113195,46.281
43428,38.591
92463,0.0
109994,30.893
110234,17.63
56645,0.0
102414,14.338
138279,9.855
45115,2.403
117063,26.217
199893,48.369
95093,0.0
131879,34.183
156178,42.316
147872,16.828
159153,39.396
72201,0.0
183228,49.859
41394,18.763
138594,6.832
133183,8.661
185770,19.424
130475,20.46
108426,8.841
118476,28.598
162664,49.999
102901,40.01
118084,7.416
107854,49.864
81379,0.0
93015,0.0
193046,5.037
176029,22.958
93767,0.0
28339,2.452
196353,38.384
124669,1.755
182186,9.607
186696,15.415
146982,7.491
188285,20.137
106432,25.702
32695,7.524
167897,8.276
198198,14.239
139561,15.388
130662,10.148
60092,0.0
85382,0.0
155151,44.094
80242,0.0
187458,38.395
107461,19.799
170474,32.307
24680,8.723
127634,1.085
50650,0.0
166275,38.501
135891,49.762
234,3.908
49229,1.67
166199,5.441
150755,14.045
44466,19.253
72615,0.0
129507,18.679
81968,0.0
123654,31.584
81850,0.0
73459,0.0
108269,5.261
81696,0.0
24832,11.111
158801,12.456
94980,0.0
137520,6.592
100336,28.858
69055,0.0
135325,7.534
135213,0.654
37708,7.572
902,12.962
181994,8.312
99207,0.0
73926,0.0
127696,49.943
181226,1.966
46931,2.198
94606,0.0
10842,9.989
148849,2.607
7901,49.637
119916,42.169
10223,18.325
78784,0.0
31468,10.311
132955,15.1
33738,32.296
164336,25.037
68213,0.0
184065,14.592
161961,15.678
7443,8.601
116370,19.926
47061,16.552
24066,49.99
70697,0.0
62461,0.0
55631,0.0
33424,2.017
22835,18.281
3424,19.936
4331,29.674
110280,11.832
192192,15.971
83278,0.0
77606,0.0
138377,5.312
140288,8.887
4534,10.473
6227,4.544
75194,0.0
154293,49.804
32322,49.825
93559,0.0
39967,1.62
35297,18.606
80791,0.0
143237,36.313
133660,3.264
143923,49.23
159127,49.98
6979,6.358
151034,16.971
152599,33.335
165512,19.045
134542,28.981
119949,1.271
122733,25.396
163973,28.526
161875,37.129
87369,0.0
35189,32.839
138584,18.62
45957,2.872
142108,18.933
164021,19.454
191733,21.067
51179,0.0
182329,11.36
112092,3.046
189100,23.843
104469,20.769
185547,14.557
137391,28.26
84912,0.0
37277,37.947
166567,31.687
118855,34.271
27183,4.303
66943,0.0
5642,24.158
73303,0.0
189257,13.628
4888,19.91
179321,48.955
126819,12.444
25381,1.436
164300,0.315
127263,49.731
79578,0.0
29975,6.63
7527,12.288
4379,14.225
131098,40.1
157474,4.563
162662,8.16
139671,4.463
1925,3.225
19296,20.608
86766,0.0
149579,8.615
105464,3.459
119333,49.844
7582,25.946
193409,49.108
33785,20.74
167957,33.86
28218,48.514
135611,12.912
88360,0.0
168872,30.635
82420,0.0
60459,0.0
102807,48.899
39684,14.055
129562,22.951
197498,5.432
94798,0.0
170734,13.872
39241,5.539
26370,30.73
141048,5.454
157571,1.075
13098,40.486
109754,48.976
143654,12.359
54831,0.0
109954,13.553
65301,0.0
118928,26.91
9535,2.286
134027,18.776
180668,7.05
139480,23.07
177662,28.291
159394,50.0
172087,49.377
137255,0.268
24370,3.429
87693,0.0
16258,0.374
50523,0.0
26075,5.125
12102,7.788
97796,0.0
194112,0.933
103207,48.852
94999,0.0
180588,8.888
196013,12.143
194650,44.624
33017,0.025
13949,21.032
50697,0.0
81959,0.0
108817,48.924
160670,30.045
146557,25.112
1402,6.567
81270,0.0
104252,32.819
119282,3.198
111314,5.427
34512,0.837
189659,22.899
74622,0.0
127130,8.369
185458,10.174
139091,5.377
112818,0.241
92042,0.0
114628,48.765
100075,13.608
162597,18.335
12321,15.426
142394,42.616
164157,48.664
195793,49.231
108622,13.214
85081,0.0
48959,20.523
7078,38.05
169482,25.87
120064,49.545
188061,49.69
75421,0.0
72705,0.0
109936,3.807
136286,7.5
178805,15.32
144960,3.266
159316,48.953
46591,8.323
23061,10.012
99961,0.0
111029,7.949
102528,45.949
175638,49.496
113065,0.0
185475,49.996
118795,0.508
193127,26.518
94938,0.0
86145,0.0
157468,49.903
49924,25.688
141203,17.924
25931,5.46
170563,49.063
76981,0.0
111840,31.886
123977,23.174
104999,0.096
140304,8.58
35986,17.007
175904,2.434
20905,3.817
138413,36.139
139171,1.762
130479,13.732
36851,38.259
37448,4.728
21057,24.637
117080,5.026
111623,34.078
169689,0.383
32100,14.318
46235,6.828
194062,3.088
51082,0.0
71366,0.0
38502,3.876
150504,38.815
85722,0.0
90763,0.0
76396,0.0
32780,18.158
63515,0.0
9896,17.177
101886,23.523
110011,11.295
100677,24.068
106599,22.415
191398,18.971
1664,35.262
98940,0.0
31408,15.245
31015,12.659
100208,4.683
11465,8.453
170984,22.296
115919,36.485
31170,49.673
4186,3.155
52584,0.0
121983,3.146
28417,20.587
131371,22.939
8470,29.564
112751,40.864
108470,9.157
22824,46.183
165678,34.624
163452,8.36
5168,30.7
80355,0.0
79624,0.0
96194,0.0
135636,49.662
178528,49.84
71552,0.0
154744,49.39
145642,40.146
72578,0.0
186986,26.968
48891,0.433
42009,1.757
29945,3.235
164480,37.774
132894,12.417
74620,0.0
114545,22.466
122036,41.635
116708,2.026
127226,8.437
156852,48.742
127894,26.35
103359,17.298
52969,0.0
147334,33.034
76757,0.0
21750,4.419
98528,0.0
184191,1.396
118597,5.347
8587,8.646
144271,1.786
63828,0.0
17248,43.13
186582,12.834
90212,0.0
194141,21.68
175045,48.522
145035,7.513
105086,1.022
196998,10.75
137127,8.777
71192,0.0
167670,11.608
25816,11.967
156579,49.989
107512,6.09
1441,9.43
76511,0.0
69172,0.0
78997,0.0
59159,0.0
73250,0.0
24936,18.506
136347,0.251
196932,9.913
29564,28.82
131427,24.995
6769,17.877
23048,3.361
49072,4.882
129672,48.193
194659,32.836
58923,0.0
6348,4.485
153689,49.898
143581,10.894
165268,15.219
100810,0.212
73226,0.0
29889,49.142
91171,0.0
80226,0.0
36353,18.637
187500,48.977
48430,49.656
10023,49.387
60896,0.0
34624,25.341
98165,0.0
171447,41.56
103279,4.167
25821,47.06
36488,6.336
90319,0.0
86874,0.0
148440,23.759
56458,0.0
182889,16.706
134350,3.412
188452,7.66
119995,4.519
175991,9.969
67146,0.0
159176,38.652
28639,49.398
19955,23.463
192615,49.539
60990,0.0
41060,0.008
68568,0.0
9916,24.354
158990,31.358
189468,0.75
101276,16.308
74838,0.0
18270,21.142
148316,2.541
95206,0.0
158386,18.295
153520,22.806
180353,22.97
188779,31.508
34591,34.843
62590,0.0
43120,24.622
49408,1.647
33019,35.209
169296,35.853
10228,1.403
177271,30.313
92101,0.0
96261,0.0
28745,2.216
112165,4.478
69503,0.0
178976,49.406
61057,0.0
16360,49.186
198512,12.208
145864,49.206
77846,0.0
128653,47.554
133589,5.285
103746,45.391
179426,28.701
3817,3.963
185847,8.25
81634,0.0
198783,12.992
12216,2.148
97504,0.0
7290,14.934
158049,16.963
62827,0.0
22523,7.831
123164,31.325
23089,30.081
145667,6.867
73919,0.0
51936,0.0
123592,19.732
131909,49.976
128880,1.711
31315,0.0
6917,13.845
191260,21.931
125705,2.092
186801,7.022
123805,1.279
118581,6.898
79041,0.0
115774,22.759
197944,13.269
78558,0.0
87734,0.0
105758,8.185
189872,49.992
71608,0.0
140043,0.325
38788,7.361
96277,0.0
178745,40.254
292,9.774
105016,15.781
18557,14.505
192814,49.122
77901,0.0
189174,3.182
92972,0.0
162347,49.298
181484,41.23
113053,19.003
120325,15.449
136166,37.012
55184,0.0
84299,0.0
112326,3.352
196169,25.333
115562,5.022
135848,3.647
144626,2.827
38579,15.997
54143,0.0
24959,7.283
16105,49.595
153867,17.081
81394,0.0
23162,5.889
50993,0.0
52532,0.0
7277,2.684
69507,0.0
74799,0.0
174558,28.65
153324,5.591
79841,0.0
69432,0.0
20442,0.742
188535,49.652
31133,49.934
116301,11.044
49037,16.815
197843,14.461
17238,5.605
115996,49.735
160318,50.0
153870,0.263
136323,48.31
85324,0.0
168913,49.998
169386,48.735
78298,0.0
2050,9.607
90611,0.0
65983,0.0
114107,13.407
26268,7.8
69343,0.0
170818,12.385
51890,0.0
39414,8.181
143586,16.732
33665,49.786
45625,30.511
159076,20.767
74967,0.0
163576,49.95
194310,10.965
194364,14.043
171850,37.588
127573,10.232
67655,0.0
181318,16.749
114039,40.287
195445,49.763
10247,48.772
162964,23.7
31272,49.866
112054,5.016
91870,0.0
139796,40.963
75186,0.0
6099,0.389
194798,13.948
168316,24.753
66808,0.0
160065,42.903
85764,0.0
99689,0.0
146424,24.853
77405,0.0
135250,12.959
39114,4.342
179288,28.925
143056,15.891
33584,0.445
83301,0.0
182837,15.538
92546,0.0
190931,10.724
156042,48.93
68868,0.0
158545,18.11
98607,0.0
72284,0.0
86388,0.0
183055,49.683
91657,0.0
3333,27.264
62231,0.0
178216,49.953
180768,18.152
98097,0.0
73413,0.0
134351,11.891
41241,3.494
155026,11.761
120273,49.726
94505,0.0
8053,45.5
197245,16.08
91958,0.0
1021,18.49
43129,2.179
177099,18.777
194929,22.335
131939,37.298
62941,0.0
135268,5.199
192701,49.416
151111,21.151
50338,0.0
49813,3.038
119026,30.964
62328,0.0
67515,0.0
249,16.061
73294,0.0
91642,0.0
73587,0.0
136276,0.329
112709,29.557
47987,13.432
90000,0.0
88997,0.0
199905,14.157
141467,13.861
174921,20.947
178299,9.096
109862,11.009
48107,48.898
87434,0.0
70832,0.0
198350,38.957
122792,5.215
133761,25.372
5124,26.64
8738,31.181
91229,0.0
141438,12.585
196626,38.181
97986,0.0
175892,48.363
190854,14.503
138781,48.412
56155,0.0
130573,20.223
122484,14.732
17418,16.095
128619,19.207
133673,0.015
110409,31.962
133770,4.863
74257,0.0
56171,0.0
151965,9.98
182095,49.929
138005,11.602
95566,0.0
20345,4.304
53803,0.0
153258,21.612
161454,49.864
29570,3.71
196057,45.779
142141,20.41
197708,0.519
3342,0.014
174916,25.838
34361,26.271
168365,6.095
64531,0.0
24185,11.657
189591,46.339
138380,20.699
151495,49.047
131109,17.657
184976,20.201
105495,4.254
47060,15.228
192436,38.823
97023,0.0
69201,0.0
3588,14.634
4096,5.399
175546,49.736
187759,13.644
177298,49.502
87915,0.0
37365,0.665
177170,0.039
43144,10.627
44570,6.247
172971,48.418
171129,6.872
173877,45.304
181747,4.421
80719,0.0
139397,16.086
25328,7.842
197635,49.856
196120,8.097
121840,19.173
86214,0.0
103215,12.726
78490,0.0
72120,0.0
171930,38.317
89024,0.0
84735,0.0
188657,39.334
91252,0.0
91645,0.0
132711,21.547
70314,0.0
1407,35.389
88261,0.0
135679,11.756
150218,41.182
161191,49.779
160137,13.842
13684,14.114
38124,0.062
146195,49.268
88270,0.0
192960,10.568
198662,15.791
47672,29.378
26759,5.145
27164,10.177
152417,17.269
124859,4.078
173021,27.372
59060,0.0
146665,0.054
135318,3.797
49727,4.717
146892,47.636
87418,0.0
71417,0.0
46006,24.756
149708,34.278
102982,8.257
142416,16.788
43968,29.578
3050,17.815
33459,5.244
33904,21.847
129018,2.36
33416,42.523
35652,7.885
79021,0.0
120588,17.72
173748,15.68
164577,49.173
152827,16.085
22980,2.684
58000,0.0
